review_group	review_pdf	review_id	study_label	report_index	candidate_type	candidate_text	query_text	matched_pmids	pmcids	n_pmids	n_pmcids	has_pubmed	has_pmc	lookup_methods	lookup_errors	pubmed_titles	reference_excerpt
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Konishi 2009	1	explicit_pmid	19776525	19776525	19776525	.	1	0	yes	no	direct_pubmed_link	.	.	Konishi I, Tanabe N, Seki N, Suzuki H, Okamura T, Shinoda K, et al. Physiotherapy program through home visits for community-dwelling elderly Japanese women with mild knee pain. Tohoku Journal of Experimental Medicine 2009;219(2):91-9. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Kotteeswaran 2021	1	doi	10.51248/.v41i3.1205	"""10.51248/.v41i3.1205""[AID]"	.	.	0	0	no	no	.	title_search_no_match	.	Kotteeswaran K, Shanmugasundaram N, Shalini S, Sowmya MV. Effect of multidirectional and unidirectional wobble board lateral step-up exercise in pain, symptom and ADL among unilateral medial compartmental osteoarthrosis of knee. Biomedicine (India) 2021;41(3):669-77. [DOI: 10.51248/.v41i3.1205] - DOI
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Kreindler 1989	1	title	Effects of three exercise protocols on strength of persons with osteoarthritis of the knee	"""Effects of three exercise protocols on strength of persons with osteoarthritis of the knee""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Kreindler H, Lewis CB, Rush S, Schaefer K. Effects of three exercise protocols on strength of persons with osteoarthritis of the knee. Topics in Geriatriatric Rehabilitation 1989;4:32-9.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Kumar 2017	1	title	Effects of weight-loss on patellofemoral loading in overweight and obese adults with patellofemoral osteoarthritis: secondary analysis from the IDEA randomized trial	"""Effects of weight-loss on patellofemoral loading in overweight and obese adults with patellofemoral osteoarthritis: secondary analysis from the IDEA randomized trial""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Kumar D, Beavers D, DeVita P, Messier SP. Effects of weight-loss on patellofemoral loading in overweight and obese adults with patellofemoral osteoarthritis: secondary analysis from the IDEA randomized trial. Osteoarthritis and Cartilage 2017;25 Suppl 1:S171-S172.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Kuptniratsaikul 2002	1	explicit_pmid	12075718	12075718	12075718	.	1	0	yes	no	direct_pubmed_link	.	.	Kuptniratsaikul V, Orchatara T, Nilganuwong S, Visanu T. The efficacy of a muscle exercise program to improve functional performance of the knee in patients with osteoarthritis. Chotmaihet Thangphaet [Journal of the Medical Association of Thailand] 2002;85:33-9. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lai 2018	1	explicit_pmid	29366340	29366340	29366340	.	1	0	yes	no	direct_pubmed_link	.	.	Lai Z, Zhang Y, Lee S, Wang L. Effects of strength exercise on the knee and ankle proprioception of individuals with knee osteoarthritis. Research in Sports Medicine (Print) 2018;26(2):138-46. [DOI: 10.1080/15438627.2018.1431541] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lall 2023	1	explicit_pmid	37662633	37662633	37662633	PMC10442219	1	1	yes	yes	direct_pubmed_link	.	.	Lall S, Prem V, Karvannan H. Comparison of neuromuscular joint facilitation and quadriceps strengthening exercise in knee osteoarthritis: a randomized controlled trial. International Journal of Therapeutic Massage & Bodywork 2023;16(3):10-19. [DOI: 10.3822/ijtmb.v16i3.811] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Landsmeer 2016	1	explicit_pmid	26748391	26748391	26748391	.	1	0	yes	no	direct_pubmed_link	.	.	Landsmeer ML, Runhaar J, Van der Plas P, Van Middelkoop M, Vroegindeweij D, Koes B, et al. Reducing progression of knee OA features assessed by MRI in overweight and obese women: Secondary outcomes of a preventive RCT. Osteoarthritis and Cartilage 2016;24(6):982-90. [DOI: 10.1016/j.joca.2015.12.016] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lankhorst 1982	1	explicit_pmid	7063820	7063820	7063820	.	1	0	yes	no	direct_pubmed_link	.	.	Lankhorst GJ, Van de Stadt RJ, Van der Korst JK, Hinlopen-Bonrath E, Griffioen FM, De Boer W. Relationship of isometric knee extension torque and functional variables in osteoarthrosis of the knee. Scandinavian Journal of Rehabilitation Medicine 1982;14:7-10. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lee 2017a	1	title	Dose-response effects of Tai Chi and physical therapy exercise interventions in symptomatic knee osteoarthritis	"""Dose-response effects of Tai Chi and physical therapy exercise interventions in symptomatic knee osteoarthritis""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Lee A, Harvey WF, Price LL, Han X, Driban JB, Iversen MD, et al. Dose-response effects of Tai Chi and physical therapy exercise interventions in symptomatic knee osteoarthritis. Arthritis and Rheumatology. Conference: American College of Rheumatology/Association of Rheumatology Health Professionals Annual Scientific Meeting, ACR/ARHP 2017;69:Supplement 10.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lee 2018	1	explicit_pmid	29407226	29407226	29407226	PMC6134181	1	1	yes	yes	direct_pubmed_link	.	.	Lee AC, Harvey WF, Price LL, Han X, Driban JB, Iversen MD, et al. Dose-response effects of tai Chi and physical therapy exercise interventions in symptomatic knee osteoarthritis. Physical Medicine and Rehabilitation 2018;10(7):712-23. [DOI: 10.1016/j.pmrj.2018.01.003] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Li 2017a	1	explicit_pmid	28652228	28652228	28652228	PMC5504340	1	1	yes	yes	direct_pubmed_link	.	.	Li LC, Sayre EC, Xie H, Clayton C, Feehan LM. A community-based physical activity counselling program for people with knee osteoarthritis: feasibility and preliminary efficacy of the track-OA study. JMIR MHealth and UHealth 2017;5(6):e86. [DOI: 10.2196/mhealth.7863] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Liang 2019	1	explicit_pmid	31380828	31380828	31380828	.	1	0	yes	no	direct_pubmed_link	.	.	Liang J, Guo Y, Zheng Y, Lang S, Chen H, You Y, et al. The lower body positive pressure treadmill for knee osteoarthritis rehabilitation. Journal of Visualized Experiments 2019;149(07):22. [DOI: 10.3791/59829] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lim 2002	1	title	A comparative study of open and closed kinetic chain exercise regimes in patients with knee osteoarthritis	"""A comparative study of open and closed kinetic chain exercise regimes in patients with knee osteoarthritis""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Lim BW. A comparative study of open and closed kinetic chain exercise regimes in patients with knee osteoarthritis. Physiotherapy Singapore 2002;5:34-40.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lim 2010	1	explicit_pmid	20709301	20709301	20709301	.	1	0	yes	no	direct_pubmed_link	.	.	Lim JY, Tchai E, Jang SN. Effectiveness of aquatic exercise for obese patients with knee osteoarthritis: a randomized controlled trial. Physical Medicine & Rehabilitation 2010;2(8):723-31. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lin 2004	1	explicit_pmid	14763724	14763724	14763724	.	1	0	yes	no	direct_pubmed_link	.	.	Lin SY, Davey RC, Cochrane T. Community rehabilitation for older adults with osteoarthritis of the lower limb: a controlled clinical trial. Clinical Rehabilitation 2004;18:92-101. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lin 2020	1	explicit_pmid	31981832	31981832	31981832	.	1	0	yes	no	direct_pubmed_link	.	.	Lin YT, Lee WC, Hsieh RL. Active video games for knee osteoarthritis improve mobility but not WOMAC score: a randomized controlled trial. Annals of Physical and Rehabilitation Medicine. 2020;22:(no pagination). [DOI: 10.1016/j.rehab.2019.11.008] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Liu 2008	1	explicit_pmid	18652118	18652118	18652118	.	1	0	yes	no	direct_pubmed_link	.	.	Liu Y, Guo L, Ma S. Treatment of 256 cases of osteoarthritis of knee joint with Guo Jianhua's four-step therapy. Journal of Traditional Chinese Medicine / Chung I Tsa Chih Ying Wen Pan 2008;28(2):114-7. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Liu 2023	1	explicit_pmid	38058689	38058689	38058689	PMC10696294	1	1	yes	yes	direct_pubmed_link	.	.	Liu Y, Chen R, Zhang Y, Wang Q, Ren JL, Wang CX, et al. Clinical value of ankle flexion and extension exercises combined with a psychological intervention in knee osteoarthritis. World Journal of Psychiatry 2023;13(10):743-52. [DOI: 10.5498/wjp.v13.i10.743] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Lorbeer 2023	1	explicit_pmid	37403119	37403119	37403119	PMC10318642	1	1	yes	yes	direct_pubmed_link	.	.	Lorbeer N, Knoll N, Keller J, Domke A, Di Maio S, Armbrecht G, et al. Enhancing physical activity and reducing symptoms of patients with osteoarthritis of the knee: a randomized controlled trial of the PrevOP-Psychological Adherence Program. BMC Musculoskeletal Disorders 2023;24(1):(no pagination). [DOI: 10.1186/s12891-023-06661-x] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Losciale 2023	1	explicit_pmid	38615974	38615974	38615974	.	1	0	yes	no	direct_pubmed_link	.	.	Losciale JM, Truong LK, Zhang K, Silvester-Lee T, Miciak M, Pajkic A, et al. Preliminary results of the stop osteoarthritis (SOAR) proof-of-concept randomized delay-controlled trial. Osteoarthritis and Cartilage 2023;31 Suppl 1:S198-S199. [DOI: 10.1016/j.joca.2023.01.173] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mahalle 2022	1	doi	10.47750/pnr.2022.13.s06.366	"""10.47750/pnr.2022.13.s06.366""[AID]"	.	.	0	0	no	no	.	title_search_no_match	.	Mahalle AP, Walke R. Interferential therapy and strengthening exercises in management of knee osteoarthritis. Journal of Pharmaceutical Negative Results 2022;13:2856-9. [DOI: 10.47750/pnr.2022.13.S06.366] - DOI
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mahmoud 2023	1	doi	10.3233/ies-220056	"""10.3233/ies-220056""[AID]"	.	.	0	0	no	no	.	title_search_no_match	.	Mahmoud WS, Osailan A, Elnaggar RK, Alhailiy AB. Radiological and clinical outcomes of concurrent hamstring stretching with quadriceps strengthening in patients with knee osteoarthritis: a randomized clinical trial. Isokinetics and Exercise Science 2023;31(2):137-47. [DOI: 10.3233/IES-220056] - DOI
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mangione 1999	1	explicit_pmid	10219009	10219009	10219009	.	1	0	yes	no	direct_pubmed_link	.	.	Mangione KK, McCully K, Gloviak A, Lefebvre I, Hofmann M, Craik R. The effects of high-intensity and low-intensity cycle ergometry in older adults with knee osteoarthritis. Journal of Gerontology 1999;54A:M184-90. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Marra 2012	1	explicit_pmid	22930542	22930542	22930542	.	1	0	yes	no	direct_pubmed_link	.	.	Marra CA, Cibere J, Grubisic M, Grindrod KA, Gastonguay L, Thomas JM, et al. Pharmacist-initiated intervention trial in osteoarthritis: a multidisciplinary intervention for knee osteoarthritis. Arthritis Care & Research 2012;64(12):1837-45. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mascarin 2012	1	explicit_pmid	22999098	22999098	22999098	PMC3475115	1	1	yes	yes	direct_pubmed_link	.	.	Mascarin NC, Vancini RL, Andrade ML, Magalhaes Ede P, Lira CA, Coimbra IB. Effects of kinesiotherapy, ultrasound and electrotherapy in management of bilateral knee osteoarthritis: prospective clinical trial. BMC Musculoskeletal Disorders 2012;13:182. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mat 2016	1	explicit_pmid	28827207	28827207	28827207	.	1	0	yes	no	direct_pubmed_link	.	.	Mat S, Ng CT, Tan MP. Effect of the Otago exercises on postural balance and fear of falling among older fallers with knee osteoarthritis. Osteoarthritis and Cartilage 2016;1:S66. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mat 2018	1	explicit_pmid	28827207	28827207	28827207	.	1	0	yes	no	direct_pubmed_link	.	.	Mat S, Ng CT, Tan PJ, Ramli N, Fadzli F, Rozalli FI, et al. Effect of modified Otago exercises on postural balance, fear of falling, and fall risk in older fallers with knee osteoarthritis and impaired gait and balance: a secondary analysis. Physical Medicine and Rehabilitation 2018;10(3):254-62. [DOI: 10.1016/j.pmrj.2017.08.405] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	McCarthy 2004	1	explicit_pmid	15113993	15113993	15113993	.	1	0	yes	no	direct_pubmed_link	.	.	McCarthy CJ, Mills PM, Pullen R, Roberts C, Silman A, Oldham JA. Supplementing a home exercise programme with a class-based exercise programme is more effective than home exercise alone in the treatment of knee osteoarthritis. Rheumatology 2004;43:880-6. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	McKnight 2010	1	explicit_pmid	20191490	20191490	20191490	PMC2831227	1	1	yes	yes	direct_pubmed_link	.	.	McKnight PE, Kasle S, Going S, Villanueva I, Cornett M, Farr J, et al. A comparison of strength training, self-management, and the combination for early osteoarthritis of the knee. Arthritis Care & Research 2010;62(1):45-53. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	McQuade 2011	1	explicit_pmid	21514018	21514018	21514018	PMC3138879	1	1	yes	yes	direct_pubmed_link	.	.	McQuade KJ, De Oliveira AS. Effects of progressive resistance strength training on knee biomechanics during single leg step-up in persons with mild knee osteoarthritis. Clinical Biomechanics (Bristol, Avon) 2011;26(7):741-8. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Meiling 2023	1	doi	10.3760/cma.j.cn211501-20230105-00043	"""10.3760/cma.j.cn211501-20230105-00043""[AID]"	.	.	0	0	no	no	.	title_search_no_match	.	Meiling Z, Yingli H, Wen S, Li L. Impacts of muscle visual feedback intervention combined with continuous nursing on exercise ability of patients with knee osteoarthritis [Chinese]. Chinese Journal of Practical Nursing 2023;39(30):2335-40. [DOI: 10.3760/cma.j.cn211501-20230105-00043] - DOI
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mesa‐Castrillon 2023	1	explicit_pmid	37984995	37984995	37984995	.	1	0	yes	no	direct_pubmed_link	.	.	Mesa-Castrillon CI, Simic M, Ferreira ML, Bennell KL, Luscombe GM, Gater K, et al. Effectiveness of an eHealth-delivered program to EMpower People with musculoskeletal pain in Rural Australia (EMPoweR): a randomised controlled trial. Arthritis Care & Research. 2023;20:(no pagination). [DOI: 10.1002/acr.25272] - DOI - PubMed Mesa-Castrillon CI, Simic M, Ferreira ML, Hatswell K, Luscombe G, Gregorio AM, et al. EHealth to empower patients with musculoskeletal pain in rural Australia (EMPoweR) a randomised clinical trial: study protocol. BMC Musculoskeletal Disorders 2021;22(1):(no pagination). [D
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mesa‐Castrillon 2023	2	explicit_pmid	33402161	33402161	33402161	PMC7783996	1	1	yes	yes	direct_pubmed_link	.	.	Mesa-Castrillon CI, Simic M, Ferreira ML, Bennell KL, Luscombe GM, Gater K, et al. Effectiveness of an eHealth-delivered program to EMpower People with musculoskeletal pain in Rural Australia (EMPoweR): a randomised controlled trial. Arthritis Care & Research. 2023;20:(no pagination). [DOI: 10.1002/acr.25272] - DOI - PubMed Mesa-Castrillon CI, Simic M, Ferreira ML, Hatswell K, Luscombe G, Gregorio AM, et al. EHealth to empower patients with musculoskeletal pain in rural Australia (EMPoweR) a randomised clinical trial: study protocol. BMC Musculoskeletal Disorders 2021;22(1):(no pagination). [D
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Messier 2000a	1	explicit_pmid	10983905	10983905	10983905	.	1	0	yes	no	direct_pubmed_link	.	.	Messier SP, Loeser RF, Mitchell MN, Valle G, Morgan TP, Rejeski WJ, et al. Exercise and weight loss in obese older adults with knee osteoarthritis: a preliminary study. Journal of the American Geriatric Society 2000;48:1062-72. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Messier 2007	1	explicit_pmid	17561418	17561418	17561418	.	1	0	yes	no	direct_pubmed_link	.	.	Messier SP, Mihalko S, Loeser RF, Legault C, Jolla J, Pfruender J, et al. Glucosamine/chondroitin combined with exercise for the treatment of knee osteoarthritis: a preliminary study. Osteoarthritis and Cartilage 2007;15(11):1256-66. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Messier 2008	1	explicit_pmid	18359648	18359648	18359648	PMC2610445	1	1	yes	yes	direct_pubmed_link	.	.	Messier SP, Legault C, Lenz ME, Thonar EJ, Loeser RF. Effect of an exercise and dietary intervention on serum biomarkers in overweight and obese adults with osteoarthritis of the knee. Osteoarthritis and Cartilage 2008;16(9):1047-53. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Messier 2017	1	explicit_pmid	28228115	28228115	28228115	PMC5322619	1	1	yes	yes	direct_pubmed_link	.	.	Messier SP, Callahan LF, Beavers DP, Queen K, Mihalko SL, Miller GD, et al. Weight-loss and exercise for communities with arthritis in North Carolina (WE-CAN): design and rationale of a pragmatic, assessor-blinded, randomized controlled trial. BMC Musculoskeletal Disorders 2017;18(1):(no pagination). [DOI: 10.1186/s12891-017-1441-4] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mikesky 2006	1	explicit_pmid	17013851	17013851	17013851	.	1	0	yes	no	direct_pubmed_link	.	.	Mikesky AE, Mazzuca SA, Brandt KD, Perkins SM, Damush T, Lane KA. Effects of strength training on the incidence and progression of knee osteoarthritis. Arthritis Care & Research 2006;55:690-9. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Minor 1989	1	explicit_pmid	2818656	2818656	2818656	.	1	0	yes	no	direct_pubmed_link	.	.	Minor MA, Hewett JE, Webel RR, Anderson SK, Kay DR. Efficacy of physical conditioning exercise in patients with rheumatoid arthritis and osteoarthritis. Arthritis and Rheumatism 1989;32:1396-405. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Miyagawa 2016	1	explicit_pmid	27134382	27134382	27134382	PMC4842463	1	1	yes	yes	direct_pubmed_link	.	.	Miyagawa H, Ikemoto T, Honjo H, Akao M, Tsujimoto T, Ushida T. One-year results of voluntary-based supervised exercise or treatment at orthopedic clinic for radiographic severe knee osteoarthritis. Journal of Physical Therapy Science 2016;28(3):906-10. [DOI: 10.1589/jpts.28.906] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Modarresi 2023	1	explicit_pmid	37664870	37664870	37664870	PMC10469070	1	1	yes	yes	direct_pubmed_link	.	.	Modarresi S, Pearson N, Madden K, Bennell KL, Fahnestock M, Neogi T, et al. Pain informed movement for people with knee osteoarthritis: protocol for a pilot randomized controlled trial. Osteoarthritis and Cartilage Open 2023;5(4):(no pagination). [DOI: 10.1016/j.ocarto.2023.100402] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mohammedsadiq 2023	1	explicit_pmid	37145013	37145013	37145013	PMC10158910	1	1	yes	yes	direct_pubmed_link	.	.	Mohammedsadiq HA, Rasool MT. Effectiveness of home-based conventional exercise and cryotherapy on daily living activities in patients with knee osteoarthritis: a randomized controlled clinical trial. Medicine (United States) 2023;102(18):E33678. [DOI: 10.1097/MD.0000000000033678] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Moss 2007	1	explicit_pmid	16777467	16777467	16777467	.	1	0	yes	no	direct_pubmed_link	.	.	Moss P, Sluka K, Wright A. The initial effects of knee joint mobilization on osteoarthritic hyperalgesia. Manual Therapy 2007;12:109-18. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Mulla 2018	1	explicit_pmid	30020219	30020219	30020219	.	1	0	yes	no	direct_pubmed_link	.	.	Mulla DM, Wiebenga EG, Chopp-Hurley JN, Kaip L, Jarvis RS, Stephens A, et al. The effects of lower extremity strengthening delivered in the workplace on physical function and work-related outcomes among desk-based workers: a randomized controlled trial. Journal of Occupational and Environmental Medicine / American College of Occupational and Environmental Medicine 2018;60(11):1005-14. [DOI: 10.1097/JOM.0000000000001408] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Murphy 2008	1	explicit_pmid	18821646	18821646	18821646	PMC3046422	1	1	yes	yes	direct_pubmed_link	.	.	Murphy SL, Strasburg DM, Lyden AK, Smith DM, Koliba JF, Dadabhoy DP, et al. Effects of activity strategy training on pain and physical activity in older adults with knee or hip osteoarthritis: a pilot study. Arthritis and Rheumatism 2008;59(10):1480-7. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Murphy 2016	1	explicit_pmid	26963847	26963847	26963847	PMC4912409	1	1	yes	yes	direct_pubmed_link	.	.	Murphy SL, Kratz AL, Kidwell K, Lyden AK, Geisser ME, Williams DA. Brief time-based activity pacing instruction as a singular behavioral intervention was not effective in participants with symptomatic osteoarthritis. Pain 2016;157(7):1563-73. [DOI: 10.1097/j.pain.0000000000000549] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nathani 2020	1	title	Effect of PNF stretching on proprioception and physical function in individual with knee osteoarthritis: an experimental study	"""Effect of PNF stretching on proprioception and physical function in individual with knee osteoarthritis: an experimental study""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Nathani S, Tank KD. Effect of PNF stretching on proprioception and physical function in individual with knee osteoarthritis: an experimental study. Indian Journal of Public Health Research and Development 2020;11(7):779-84.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct01945749	1	nct_id	NCT01945749	NCT01945749	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct01945749. Exercise and steroid in knee osteoarthritis [Combined intra articular corticosteroid and physiotherapeutic exercise in patients with osteoarthritis of the knee: a randomised clinical trial]. Nct01945749 2013.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02024126	1	nct_id	NCT02024126	NCT02024126	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02024126. Exercise therapy in patients with knee osteoarthritis. Nct02024126 2013.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02043613	1	nct_id	NCT02043613	NCT02043613	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02043613. Context effects in exercise therapy for knee and/or hip pain [Effect of physical surroundings on effects from exercise as treatment for hip or knee pain: a double-blind randomized controlled clinical trial]. Nct02043613 2014.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02098096	1	nct_id	NCT02098096	NCT02098096	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02098096. Negative work exercise for the treatment of knee arthritis [Development of a negative work exercise regimen as an intervention for posttraumatic osteoarthritis of the knee]. Nct02098096 2014.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02350387	1	nct_id	NCT02350387	NCT02350387	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02350387. Efficacy of eccentric resistance training in persons with knee osteoarthritis. Nct02350387 2015.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02454374	1	nct_id	NCT02454374	NCT02454374	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02454374. Joint loading vs normal physiotherapy care in degenerative knees (V1). Nct02454374 2015.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02598804	1	nct_id	NCT02598804	NCT02598804	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02598804. Evaluation of the effectiveness of self management program on changes in physical activity level of knee osteoarthritis patients in spa therapy. Nct02598804 2015.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02600702	1	nct_id	NCT02600702	NCT02600702	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02600702. A study of siriraj home exercises protocol for primary osteoarthritis of the knee [A randomized control study of siriraj home exercises protocol for primary knee osteoarthritis patients versus usual orthopedic outpatient consultation in primary knee osteoarthritis]. Nct02600702 2015.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02698072	1	nct_id	NCT02698072	NCT02698072	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02698072. Improvement in pain and function following a physiotherapy program in older adults with knee osteoarthritis. Nct02698072 2016.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Nct02901964	1	nct_id	NCT02901964	NCT02901964	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Nct02901964. Effect of strengthening the hip abductor in patients with knee osteoarthritis: randomized controlled trial. Nct02901964 2016.
