review_group	review_pdf	review_id	analysis_id	comparison_id	comparison	comparison_label_clean	outcome	study_order	study_label_raw	matched_reference_block_label	study_matched_pmids	study_pmcids	rob_A	rob_B	rob_C	rob_D	rob_E	rob_F	rob_G	rob_H	rob_I	rob_J	rob_symbols_json	rob_legend_json	rob_extraction_status	rob_extraction_notes	source_excerpt
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.9	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Time to the first passage of stool	2	Balayla 2015	Balayla 2015	.	.	+	+	-	?	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.37 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? + Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.37 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.9	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Time to the first passage of stool	3	MacMillan 2000	MacMillan 2000	11004367	.	+	?	-	-	+	?	.	.	.	.	"{""A"": ""+"", ""B"": ""?"", ""C"": ""-"", ""D"": ""-"", ""E"": ""+"", ""F"": ""?""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.37 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? + Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.37 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.9	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Time to the first passage of stool	4	Minig 2009b	Minig 2009b	19760046	.	+	+	-	?	+	+	.	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""?"", ""E"": ""+"", ""F"": ""+""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.37 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + + ? +C - - - -D ? ? - ?E + + + +F ? ? ? + Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.37 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.10	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Time to the first solid diet (random-effects model)	1	Amatyakul 2001	Amatyakul 2001	.	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.10	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Time to the first solid diet (random-effects model)	2	Balayla 2015	Balayla 2015	.	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.10	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Time to the first solid diet (random-effects model)	3	Pearl 1998	Pearl 1998	9649101	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	1	Amatyakul 2001	Amatyakul 2001	.	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	2	Balayla 2015	Balayla 2015	.	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	3	Minig 2009a	Minig 2009a	19330379	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	4	Minig 2009b	Minig 2009b	19760046	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	5	Pearl 1998	Pearl 1998	9649101	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.12	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Febrile morbidity	1	Balayla 2015	Balayla 2015	.	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.12	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Febrile morbidity	2	MacMillan 2000	MacMillan 2000	11004367	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.12	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Febrile morbidity	3	Pearl 1998	Pearl 1998	9649101	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.13	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Infectious complications	1	Minig 2009a	Minig 2009a	19330379	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.13	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Infectious complications	2	Minig 2009b	Minig 2009b	19760046	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.14	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Wound complications	1	Minig 2009a	Minig 2009a	19330379	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.14	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Wound complications	2	Minig 2009b	Minig 2009b	19760046	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.14	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Wound complications	3	Pearl 1998	Pearl 1998	9649101	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.14	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Wound complications	4	Steed 2002	Steed 2002	12015496	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.15	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Pneumonia	1	Minig 2009b	Minig 2009b	19760046	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.15	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Pneumonia	2	Pearl 1998	Pearl 1998	9649101	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.15	1	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Pneumonia	3	Steed 2002	Steed 2002	12015496	.	.	.	.	.	.	.	.	.	.	.	{}	{}	not_extracted_no_rob_block	No Risk of Bias block was detected in the selected analysis text.	.
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.1	1	Metformin versus megestrol	Metformin versus megestrol	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory, or atrophic endometrium	1	Sharifzadeh 2016	Sharifzadeh 2016	27690687	.	+	+	-	-	+	+	+	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""-"", ""E"": ""+"", ""F"": ""+"", ""G"": ""+""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias Metformin for endometrial hyperplasia (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.49 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + +B + ?C - ?D - ?E + +F + -G + - Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias Metformin for endometrial hyperplasia (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.49 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.1	1	Metformin versus megestrol	Metformin versus megestrol	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory, or atrophic endometrium	2	Tabrizi 2014	Tabrizi 2014	25556427	.	+	?	?	?	+	-	-	.	.	.	"{""A"": ""+"", ""B"": ""?"", ""C"": ""?"", ""D"": ""?"", ""E"": ""+"", ""F"": ""-"", ""G"": ""-""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias Metformin for endometrial hyperplasia (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.49 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + +B + ?C - ?D - ?E + +F + -G + - Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias Metformin for endometrial hyperplasia (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.49 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.2	1	Metformin versus megestrol	Metformin versus megestrol	Progression of endometrial hyperplasia to endometrial cancer	1	Sharifzadeh 2016	Sharifzadeh 2016	27690687	.	+	+	-	-	+	+	+	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""-"", ""E"": ""+"", ""F"": ""+"", ""G"": ""+""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias""}"	extracted	.	A + +B + ?C - ?D - ?E + +F + -G + - Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.2	1	Metformin versus megestrol	Metformin versus megestrol	Progression of endometrial hyperplasia to endometrial cancer	2	Tabrizi 2014	Tabrizi 2014	25556427	.	+	?	?	?	+	-	-	.	.	.	"{""A"": ""+"", ""B"": ""?"", ""C"": ""?"", ""D"": ""?"", ""E"": ""+"", ""F"": ""-"", ""G"": ""-""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias""}"	extracted	.	A + +B + ?C - ?D - ?E + +F + -G + - Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.3	1	Metformin versus megestrol	Metformin versus megestrol	Hysterectomy rate	1	Sharifzadeh 2016	Sharifzadeh 2016	27690687	.	+	+	-	-	+	+	+	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""-"", ""E"": ""+"", ""F"": ""+"", ""G"": ""+""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias Metformin for endometrial hyperplasia (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.50 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + +B + ?C - ?D - ?E + +F + -G + - Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias Metformin for endometrial hyperplasia (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.50 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	1.3	1	Metformin versus megestrol	Metformin versus megestrol	Hysterectomy rate	2	Tabrizi 2014	Tabrizi 2014	25556427	.	+	?	?	?	+	-	-	.	.	.	"{""A"": ""+"", ""B"": ""?"", ""C"": ""?"", ""D"": ""?"", ""E"": ""+"", ""F"": ""-"", ""G"": ""-""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias Metformin for endometrial hyperplasia (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.50 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + +B + ?C - ?D - ?E + +F + -G + - Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias Metformin for endometrial hyperplasia (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.50 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.1	2	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory or atrophic endometrium	1	Sayyah Melli 2018	Sayyah Melli 2018	.	.	+	+	-	-	+	+	+	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""-"", ""D"": ""-"", ""E"": ""+"", ""F"": ""+"", ""G"": ""+""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias Metformin for endometrial hyperplasia (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.51 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + ? + +C - - + -D - + + -E + - + +F + - + +G + + + ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias Metformin for endometrial hyperplasia (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.51 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.1	2	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory or atrophic endometrium	2	Shan 2014	Shan 2014	25045434;25358102	PMC4102740;PMC4230402	+	?	-	+	-	-	+	.	.	.	"{""A"": ""+"", ""B"": ""?"", ""C"": ""-"", ""D"": ""+"", ""E"": ""-"", ""F"": ""-"", ""G"": ""+""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias Metformin for endometrial hyperplasia (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.51 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + ? + +C - - + -D - + + -E + - + +F + - + +G + + + ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias Metformin for endometrial hyperplasia (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.51 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
first_pass	Cochrane_reviews/first_pass/CD012214_metformin_hyperplasia.pdf	CD012214_metformin_hyperplasia	2.1	2	Metformin plus megestrol versus megestrol	Metformin plus megestrol versus megestrol	Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory or atrophic endometrium	3	Tehranian 2021	Tehranian 2021	32652300	.	+	+	+	+	+	+	+	.	.	.	"{""A"": ""+"", ""B"": ""+"", ""C"": ""+"", ""D"": ""+"", ""E"": ""+"", ""F"": ""+"", ""G"": ""+""}"	"{""A"": ""Random sequence generation (selection bias)"", ""B"": ""Allocation concealment (selection bias)"", ""C"": ""Blinding of participants and personnel (performance bias)"", ""D"": ""Blinding of outcome assessment (detection bias)"", ""E"": ""Incomplete outcome data (attrition bias)"", ""F"": ""Selective reporting (reporting bias)"", ""G"": ""Other bias Metformin for endometrial hyperplasia (Review) Copyright \u00a9 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.51 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews""}"	extracted	.	A + + + +B + ? + +C - - + -D - + + -E + - + +F + - + +G + + + ? Risk of bias legend (A) Random sequence generation (selection bias) (B) Allocation concealment (selection bias) (C) Blinding of participants and personnel (performance bias) (D) Blinding of outcome assessment (detection bias) (E) Incomplete outcome data (attrition bias) (F) Selective reporting (reporting bias) (G) Other bias Metformin for endometrial hyperplasia (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.51 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database of Systematic Reviews
